Date,Open,High,Low,Close,Adj Close,Volume
2022-11-17,237.779999,243.250000,237.630005,241.679993,240.550308,23123500
2022-11-18,243.509995,243.740005,239.029999,241.220001,240.092468,27613500
2022-11-21,241.429993,244.669998,241.190002,242.050003,240.918594,26394700
2022-11-22,243.589996,245.309998,240.710007,245.029999,243.884659,19665700
2022-11-23,245.110001,248.279999,244.270004,247.580002,246.422745,19508500
2022-11-25,247.309998,248.699997,246.729996,247.490005,246.333176,9200800
2022-11-28,246.080002,246.649994,240.800003,241.759995,240.629944,24778200
2022-11-29,241.399994,242.789993,238.210007,240.330002,239.206635,17956300
2022-11-30,240.570007,255.330002,239.860001,255.139999,253.947403,47594200
2022-12-01,253.869995,256.119995,250.919998,254.690002,253.499496,26041500
2022-12-02,249.820007,256.059998,249.690002,255.020004,253.827972,21528500
2022-12-05,252.009995,253.820007,248.059998,250.199997,249.030487,23435300
2022-12-06,250.820007,251.860001,243.779999,245.119995,243.974228,22463700
2022-12-07,244.830002,246.160004,242.210007,244.369995,243.227753,20481500
2022-12-08,244.839996,248.740005,243.059998,247.399994,246.243576,22611800
2022-12-09,244.699997,248.309998,244.160004,245.419998,244.272827,20609700
2022-12-12,247.449997,252.539993,247.169998,252.509995,251.329697,30665100
2022-12-13,261.690002,263.920013,253.070007,256.920013,255.719086,42196900
2022-12-14,257.130005,262.589996,254.309998,257.220001,256.017700,35410900
2022-12-15,253.720001,254.199997,247.339996,249.009995,247.846039,35560400
2022-12-16,248.550003,249.839996,243.509995,244.690002,243.546249,86102000
2022-12-19,244.860001,245.210007,238.710007,240.449997,239.326065,29696400
2022-12-20,239.399994,242.910004,238.419998,241.800003,240.669754,25150800
2022-12-21,241.690002,245.619995,240.110001,244.429993,243.287460,23690600
2022-12-22,241.259995,241.990005,233.869995,238.190002,237.076630,28651700
2022-12-23,236.110001,238.869995,233.940002,238.729996,237.614105,21207000
2022-12-27,238.699997,238.929993,235.830002,236.960007,235.852386,16688600
2022-12-28,236.889999,239.720001,234.169998,234.529999,233.433731,17457100
2022-12-29,235.649994,241.919998,235.649994,241.009995,239.883453,19770700
2022-12-30,238.210007,239.960007,236.660004,239.820007,238.699020,21938500
2023-01-03,243.080002,245.750000,237.399994,239.580002,238.460129,25740000
2023-01-04,232.279999,232.869995,225.960007,229.100006,228.029114,50623400
2023-01-05,227.199997,227.550003,221.759995,222.309998,221.270859,39585600
2023-01-06,223.000000,225.759995,219.350006,224.929993,223.878616,43613600
2023-01-09,226.449997,231.240005,226.410004,227.119995,226.058365,27369800
2023-01-10,227.759995,231.309998,227.330002,228.850006,227.780289,27033900
2023-01-11,231.289993,235.949997,231.110001,235.770004,234.667953,28669300
2023-01-12,235.259995,239.899994,233.559998,238.509995,237.395126,27269500
2023-01-13,237.000000,239.369995,234.919998,239.229996,238.111755,21333300
2023-01-17,237.970001,240.910004,237.089996,240.350006,239.226532,29831300
2023-01-18,241.570007,242.380005,235.520004,235.809998,234.707748,30028700
2023-01-19,233.779999,235.520004,230.679993,231.929993,230.845886,28623000
2023-01-20,234.860001,240.740005,234.509995,240.220001,239.097153,35389800
2023-01-23,241.100006,245.169998,239.649994,242.580002,241.446106,31934000
2023-01-24,242.500000,243.949997,240.440002,242.039993,240.908630,40234400
2023-01-25,234.479996,243.300003,230.899994,240.610001,239.485321,66526600
2023-01-26,243.649994,248.309998,242.000000,248.000000,246.840775,33454500
2023-01-27,248.990005,249.830002,246.830002,248.160004,247.000031,26498900
2023-01-30,244.509995,245.600006,242.199997,242.710007,241.575516,25867400
2023-01-31,243.449997,247.949997,242.949997,247.809998,246.651672,26541100
2023-02-01,248.000000,255.179993,245.470001,252.750000,251.568573,31259900
2023-02-02,258.820007,264.690002,257.250000,264.600006,263.363190,39940400
2023-02-03,259.540009,264.200012,257.100006,258.350006,257.142395,29077300
2023-02-06,257.440002,258.299988,254.779999,256.769989,255.569778,22518000
2023-02-07,260.529999,268.769989,260.079987,267.559998,266.309357,50841400
2023-02-08,273.200012,276.760010,266.209991,266.730011,265.483246,54686000
2023-02-09,273.799988,273.980011,262.799988,263.619995,262.387756,42375100
2023-02-10,261.529999,264.089996,260.660004,263.100006,261.870209,25818500
2023-02-13,267.640015,274.600006,267.149994,271.320007,270.051788,44630900
2023-02-14,272.670013,274.970001,269.279999,272.170013,270.897797,37047900
2023-02-15,268.320007,270.730011,266.179993,269.320007,268.732544,28922400
2023-02-16,264.019989,266.739990,261.899994,262.149994,261.578156,29603600
2023-02-17,259.390015,260.089996,256.000000,258.059998,257.497101,30000100
2023-02-21,254.479996,255.490005,251.589996,252.669998,252.118851,28397400
2023-02-22,254.089996,254.339996,250.339996,251.509995,250.961380,22491100
2023-02-23,255.559998,256.839996,250.479996,254.770004,254.214279,29219100
2023-02-24,249.960007,251.000000,248.100006,249.220001,248.676376,24990900
2023-02-27,252.460007,252.820007,249.389999,250.160004,249.614334,21190000
2023-02-28,249.070007,251.490005,248.729996,249.419998,248.875946,22491000
2023-03-01,250.759995,250.929993,245.789993,246.270004,245.732819,27565300
2023-03-02,246.550003,251.399994,245.610001,251.110001,250.562256,24808200
